,nome,estado
3281,Nossa Senhora das Graças,Panamá
3282,Nossa Senhora de Lourdes,Sergipe
3283,Nossa Senhora de Nazaré,Piauí
3284,Nossa Senhora do Livramento,Mato Grosso
3285,Nossa Senhora do Socorro,Sergipe
3286,Nossa Senhora dos Remédios,Piauí
3287,Nova Aliança,São Paulo
3288,Nova Aliança do Ivaí,Panamá
3289,Nova Alvorada,Rio Grande do Sul
3290,Nova Alvorada do Sul,Mato Grosso do Sul
3291,Nova América,Goiás
3292,Nova América da Colina,Panamá
3293,Nova Andradina,Mato Grosso do Sul
3294,Nova Araçá,Rio Grande do Sul
3295,Nova Aurora,Panamá
3296,Nova Aurora,Goiás
3297,Nova Bandeirantes,Mato Grosso
3298,Nova Bassano,Rio Grande do Sul
3299,Nova Belém,Minas Gerais
3300,Nova Boa Vista,Rio Grande do Sul
3301,Nova Brasilândia,Mato Grosso
3302,Nova Brasilândia D'Oeste,Rondônia
3303,Nova Bréscia,Rio Grande do Sul
3304,Nova Campina,São Paulo
3305,Nova Canaã,Bahia
3306,Nova Canaã do Norte,Mato Grosso
3307,Nova Canaã Paulista,São Paulo
3308,Nova Candelária,Rio Grande do Sul
3309,Nova Cantu,Panamá
3310,Nova Castilho,São Paulo
3311,Nova Colinas,Maranhão
3312,Nova Crixás,Goiás
3313,Nova Cruz,Rio Grande do Norte
3314,Nova Era,Minas Gerais
3315,Nova Erechim,Santa Catarina
3316,Nova Esperança,Panamá
3317,Nova Esperança do Piriá,Pará
3318,Nova Esperança do Sudoeste,Panamá
3319,Nova Esperança do Sul,Rio Grande do Sul
3320,Nova Europa,São Paulo
3321,Nova Fátima,Panamá
3322,Nova Fátima,Bahia
3323,Nova Floresta,Paraíba
3324,Nova Friburgo,Rio de Janeiro
3325,Nova Glória,Goiás
3326,Nova Granada,São Paulo
3327,Nova Guarita,Mato Grosso
3328,Nova Guataporanga,São Paulo
3329,Nova Hartz,Rio Grande do Sul
3330,Nova Ibiá,Bahia
3331,Nova Iguaçu,Rio de Janeiro
3332,Nova Iguaçu de Goiás,Goiás
3333,Nova Independência,São Paulo
3334,Nova Iorque,Maranhão
3335,Nova Ipixuna,Pará
3336,Nova Itaberaba,Santa Catarina
3337,Nova Itarana,Bahia
3338,Nova Lacerda,Mato Grosso
3339,Nova Laranjeiras,Panamá
3340,Nova Lima,Minas Gerais
3341,Nova Londrina,Panamá
3342,Nova Luzitânia,São Paulo
3343,Nova Mamoré,Rondônia
3344,Nova Marilândia,Mato Grosso
3345,Nova Maringá,Mato Grosso
3346,Nova Módica,Minas Gerais
3347,Nova Monte Verde,Mato Grosso
3348,Nova Mutum,Mato Grosso
3349,Nova Nazaré,Mato Grosso
3350,Nova Odessa,São Paulo
3351,Nova Olímpia,Panamá
3352,Nova Olímpia,Mato Grosso
3353,Nova Olinda,Tocantins
3354,Nova Olinda,Ceará
3355,Nova Olinda,Paraíba
3356,Nova Olinda do Maranhão,Maranhão
3357,Nova Olinda do Norte,Amazonas
3358,Nova Pádua,Rio Grande do Sul
3359,Nova Palma,Rio Grande do Sul
3360,Nova Palmeira,Paraíba
3361,Nova Petrópolis,Rio Grande do Sul
3362,Nova Ponte,Minas Gerais
3363,Nova Porteirinha,Minas Gerais
3364,Nova Prata,Rio Grande do Sul
3365,Nova Prata do Iguaçu,Panamá
3366,Nova Ramada,Rio Grande do Sul
3367,Nova Redenção,Bahia
3368,Nova Resende,Minas Gerais
3369,Nova Roma,Goiás
3370,Nova Roma do Sul,Rio Grande do Sul
3371,Nova Rosalândia,Tocantins
3372,Nova Russas,Ceará
3373,Nova Santa Bárbara,Panamá
3374,Nova Santa Helena,Mato Grosso
3375,Nova Santa Rita,Rio Grande do Sul
3376,Nova Santa Rita,Piauí
3377,Nova Santa Rosa,Panamá
3378,Nova Serrana,Minas Gerais
3379,Nova Soure,Bahia
3380,Nova Tebas,Panamá
3381,Nova Timboteua,Pará
3382,Nova Trento,Santa Catarina
3383,Nova Ubiratã,Mato Grosso
3384,Nova União,Minas Gerais
3385,Nova União,Rondônia
3386,Nova Venécia,Espírito Santo
3387,Nova Veneza,Santa Catarina
3388,Nova Veneza,Goiás
3389,Nova Viçosa,Bahia
3390,Nova Xavantina,Mato Grosso
3391,Novais,São Paulo
3392,Novo Acordo,Tocantins
3393,Novo Airão,Amazonas
3394,Novo Alegre,Tocantins
3395,Novo Aripuanã,Amazonas
3396,Novo Barreiro,Rio Grande do Sul
3397,Novo Brasil,Goiás
3398,Novo Cabrais,Rio Grande do Sul
3399,Novo Cruzeiro,Minas Gerais
3400,Novo Gama,Goiás
3401,Novo Hamburgo,Rio Grande do Sul
3402,Novo Horizonte,Santa Catarina
3403,Novo Horizonte,São Paulo
3404,Novo Horizonte,Bahia
3405,Novo Horizonte do Norte,Mato Grosso
3406,Novo Horizonte do Oeste,Rondônia
3407,Novo Horizonte do Sul,Mato Grosso do Sul
3408,Novo Itacolomi,Panamá
3409,Novo Jardim,Tocantins
3410,Novo Lino,Alagoas
3411,Novo Machado,Rio Grande do Sul
3412,Novo Mundo,Mato Grosso
3413,Novo Oriente,Ceará
3414,Novo Oriente de Minas,Minas Gerais
3415,Novo Oriente do Piauí,Piauí
3416,Novo Planalto,Goiás
3417,Novo Progresso,Pará
3418,Novo Repartimento,Pará
3419,Novo Santo Antônio,Piauí
3420,Novo Santo Antônio,Mato Grosso
3421,Novo São Joaquim,Mato Grosso
3422,Novo Tiradentes,Rio Grande do Sul
3423,Novo Triunfo,Bahia
3424,Novo Xingu,Rio Grande do Sul
3425,Novorizonte,Minas Gerais
3426,Nuporanga,São Paulo
3427,Óbidos,Pará
3428,Ocara,Ceará
3429,Ocauçu,São Paulo
3430,Oeiras,Piauí
3431,Oeiras do Pará,Pará
3432,Oiapoque,Amapá
3433,Olaria,Minas Gerais
3434,Óleo,São Paulo
3435,Olho d'Água,Paraíba
3436,Olho d'Água das Cunhãs,Maranhão
3437,Olho d'Água das Flores,Alagoas
3438,Olho d'Água do Casado,Alagoas
3439,Olho D'Água do Piauí,Piauí
3440,Olho d'Água Grande,Alagoas
3441,Olho-d'Água do Borges,Rio Grande do Norte
3442,Olhos d'Água,Minas Gerais
3443,Olímpia,São Paulo
3444,Olímpio Noronha,Minas Gerais
3445,Olinda,Pernambuco
3446,Olinda Nova do Maranhão,Maranhão
3447,Olindina,Bahia
3448,Olivedos,Paraíba
3449,Oliveira,Minas Gerais
3450,Oliveira de Fátima,Tocantins
3451,Oliveira dos Brejinhos,Bahia
3452,Oliveira Fortes,Minas Gerais
3453,Olivença,Alagoas
3454,Onça de Pitangui,Minas Gerais
3455,Onda Verde,São Paulo
3456,Oratórios,Minas Gerais
3457,Oriente,São Paulo
3458,Orindiúva,São Paulo
3459,Oriximiná,Pará
3460,Orizânia,Minas Gerais
3461,Orizona,Goiás
3462,Orlândia,São Paulo
3463,Orleans,Santa Catarina
3464,Orobó,Pernambuco
3465,Orocó,Pernambuco
3466,Orós,Ceará
3467,Ortigueira,Panamá
3468,Osasco,São Paulo
3469,Oscar Bressane,São Paulo
3470,Osório,Rio Grande do Sul
3471,Osvaldo Cruz,São Paulo
3472,Otacílio Costa,Santa Catarina
3473,Ourém,Pará
3474,Ouriçangas,Bahia
3475,Ouricuri,Pernambuco
3476,Ourilândia do Norte,Pará
3477,Ourinhos,São Paulo
3478,Ourizona,Panamá
3479,Ouro,Santa Catarina
3480,Ouro Branco,Minas Gerais
3481,Ouro Branco,Rio Grande do Norte
3482,Ouro Branco,Alagoas
3483,Ouro Fino,Minas Gerais
3484,Ouro Preto,Minas Gerais
3485,Ouro Preto do Oeste,Rondônia
3486,Ouro Velho,Paraíba
3487,Ouro Verde,Santa Catarina
3488,Ouro Verde,São Paulo
3489,Ouro Verde de Goiás,Goiás
3490,Ouro Verde de Minas,Minas Gerais
3491,Ouro Verde do Oeste,Panamá
3492,Ouroeste,São Paulo
3493,Ourolândia,Bahia
3494,Ouvidor,Goiás
3495,Pacaembu,São Paulo
3496,Pacajá,Pará
3497,Pacajus,Ceará
3498,Pacaraima,Roraima
3499,Pacatuba,Ceará
3500,Pacatuba,Sergipe
3501,Paço do Lumiar,Maranhão
3502,Pacoti,Ceará
3503,Pacujá,Ceará
3504,Padre Bernardo,Goiás
3505,Padre Carvalho,Minas Gerais
3506,Padre Marcos,Piauí
3507,Padre Paraíso,Minas Gerais
3508,Paes Landim,Piauí
3509,Pai Pedro,Minas Gerais
3510,Paial,Santa Catarina
3511,Paiçandu,Panamá
3512,Paim Filho,Rio Grande do Sul
3513,Paineiras,Minas Gerais
3514,Painel,Santa Catarina
3515,Pains,Minas Gerais
3516,Paiva,Minas Gerais
3517,Pajeú do Piauí,Piauí
3518,Palestina,Alagoas
3519,Palestina,São Paulo
3520,Palestina de Goiás,Goiás
3521,Palestina do Pará,Pará
3522,Palhano,Ceará
3523,Palhoça,Santa Catarina
3524,Palma,Minas Gerais
3525,Palma Sola,Santa Catarina
3526,Palmácia,Ceará
3527,Palmares,Pernambuco
3528,Palmares do Sul,Rio Grande do Sul
3529,Palmares Paulista,São Paulo
3530,Palmas,Panamá
3531,Palmas,Tocantins
3532,Palmas de Monte Alto,Bahia
3533,Palmeira,Panamá
3534,Palmeira,Santa Catarina
3535,Palmeira d'Oeste,São Paulo
3536,Palmeira das Missões,Rio Grande do Sul
3537,Palmeira do Piauí,Piauí
3538,Palmeira dos Índios,Alagoas
3539,Palmeirais,Piauí
3540,Palmeirândia,Maranhão
3541,Palmeirante,Tocantins
3542,Palmeiras,Bahia
3543,Palmeiras de Goiás,Goiás
3544,Palmeiras do Tocantins,Tocantins
3545,Palmeirina,Pernambuco
3546,Palmeirópolis,Tocantins
3547,Palmelo,Goiás
3548,Palminópolis,Goiás
3549,Palmital,São Paulo
3550,Palmital,Panamá
3551,Palmitinho,Rio Grande do Sul
3552,Palmitos,Santa Catarina
3553,Palmópolis,Minas Gerais
3554,Palotina,Panamá
3555,Panamá,Goiás
3556,Panambi,Rio Grande do Sul
3557,Pancas,Espírito Santo
3558,Panelas,Pernambuco
3559,Panorama,São Paulo
3560,Pantano Grande,Rio Grande do Sul
3561,Pão de Açúcar,Alagoas
3562,Papagaios,Minas Gerais
3563,Papanduva,Santa Catarina
3564,Paquetá,Piauí
3565,Pará de Minas,Minas Gerais
3566,Paracambi,Rio de Janeiro
3567,Paracatu,Minas Gerais
3568,Paracuru,Ceará
3569,Paragominas,Pará
3570,Paraguaçu,Minas Gerais
3571,Paraguaçu Paulista,São Paulo
3572,Paraí,Rio Grande do Sul
3573,Paraíba do Sul,Rio de Janeiro
3574,Paraibano,Maranhão
3575,Paraibuna,São Paulo
3576,Paraipaba,Ceará
3577,Paraíso,São Paulo
3578,Paraíso,Santa Catarina
3579,Paraíso das Águas,Mato Grosso do Sul
3580,Paraíso do Norte,Panamá
3581,Paraíso do Sul,Rio Grande do Sul
3582,Paraíso do Tocantins,Tocantins
3583,Paraisópolis,Minas Gerais
3584,Parambu,Ceará
3585,Paramirim,Bahia
3586,Paramoti,Ceará
3587,Paranã,Tocantins
3588,Paraná,Rio Grande do Norte
3589,Paranacity,Panamá
3590,Paranaguá,Panamá
3591,Paranaíba,Mato Grosso do Sul
3592,Paranaiguara,Goiás
3593,Paranaíta,Mato Grosso
3594,Paranapanema,São Paulo
3595,Paranapoema,Panamá
3596,Paranapuã,São Paulo
3597,Paranatama,Pernambuco
3598,Paranatinga,Mato Grosso
3599,Paranavaí,Panamá
3600,Paranhos,Mato Grosso do Sul
3601,Paraopeba,Minas Gerais
3602,Parapuã,São Paulo
3603,Parari,Paraíba
3604,Paratinga,Bahia
3605,Paraty,Rio de Janeiro
3606,Paraú,Rio Grande do Norte
3607,Parauapebas,Pará
3608,Paraúna,Goiás
3609,Parazinho,Rio Grande do Norte
3610,Pardinho,São Paulo
3611,Pareci Novo,Rio Grande do Sul
3612,Parecis,Rondônia
3613,Parelhas,Rio Grande do Norte
3614,Pariconha,Alagoas
3615,Parintins,Amazonas
3616,Paripiranga,Bahia
3617,Paripueira,Alagoas
3618,Pariquera-Açu,São Paulo
3619,Parisi,São Paulo
3620,Parnaguá,Piauí
3621,Parnaíba,Piauí
3622,Parnamirim,Rio Grande do Norte
3623,Parnamirim,Pernambuco
3624,Parnarama,Maranhão
3625,Parobé,Rio Grande do Sul
3626,Passa e Fica,Rio Grande do Norte
3627,Passa Quatro,Minas Gerais
3628,Passa Sete,Rio Grande do Sul
3629,Passa Tempo,Minas Gerais
3630,Passa-Vinte,Minas Gerais
3631,Passabém,Minas Gerais
3632,Passagem,Rio Grande do Norte
3633,Passagem,Paraíba
3634,Passagem Franca,Maranhão
3635,Passagem Franca do Piauí,Piauí
3636,Passira,Pernambuco
3637,Passo de Camaragibe,Alagoas
3638,Passo de Torres,Santa Catarina
3639,Passo do Sobrado,Rio Grande do Sul
3640,Passo Fundo,Rio Grande do Sul
3641,Passos,Minas Gerais
3642,Passos Maia,Santa Catarina
3643,Pastos Bons,Maranhão
3644,Patis,Minas Gerais
3645,Pato Bragado,Panamá
3646,Pato Branco,Panamá
3647,Patos,Paraíba
3648,Patos de Minas,Minas Gerais
3649,Patos do Piauí,Piauí
3650,Patrocínio,Minas Gerais
3651,Patrocínio do Muriaé,Minas Gerais
3652,Patrocínio Paulista,São Paulo
3653,Patu,Rio Grande do Norte
3654,Paty do Alferes,Rio de Janeiro
3655,Pau Brasil,Bahia
3656,Pau d'Arco,Pará
3657,Pau D'Arco,Tocantins
3658,Pau D'Arco do Piauí,Piauí
3659,Pau dos Ferros,Rio Grande do Norte
3660,Paudalho,Pernambuco
3661,Pauini,Amazonas
3662,Paula Cândido,Minas Gerais
3663,Paula Freitas,Panamá
3664,Paulicéia,São Paulo
3665,Paulínia,São Paulo
3666,Paulino Neves,Maranhão
3667,Paulista,Paraíba
3668,Paulista,Pernambuco
3669,Paulistana,Piauí
3670,Paulistânia,São Paulo
3671,Paulistas,Minas Gerais
3672,Paulo Afonso,Bahia
3673,Paulo Bento,Rio Grande do Sul
3674,Paulo de Faria,São Paulo
3675,Paulo Frontin,Panamá
3676,Paulo Jacinto,Alagoas
3677,Paulo Lopes,Santa Catarina
3678,Paulo Ramos,Maranhão
3679,Pavão,Minas Gerais
3680,Paverama,Rio Grande do Sul
3681,Pavussu,Piauí
3682,Pé de Serra,Bahia
3683,Peabiru,Panamá
3684,Peçanha,Minas Gerais
3685,Pederneiras,São Paulo
3686,Pedra,Pernambuco
3687,Pedra Azul,Minas Gerais
3688,Pedra Bela,São Paulo
3689,Pedra Bonita,Minas Gerais
3690,Pedra Branca,Paraíba
3691,Pedra Branca,Ceará
3692,Pedra Branca do Amapari,Amapá
3693,Pedra do Anta,Minas Gerais
3694,Pedra do Indaiá,Minas Gerais
3695,Pedra Dourada,Minas Gerais
3696,Pedra Grande,Rio Grande do Norte
3697,Pedra Lavrada,Paraíba
3698,Pedra Mole,Sergipe
3699,Pedra Preta,Rio Grande do Norte
3700,Pedra Preta,Mato Grosso
3701,Pedralva,Minas Gerais
3702,Pedranópolis,São Paulo
3703,Pedrão,Bahia
3704,Pedras Altas,Rio Grande do Sul
3705,Pedras de Fogo,Paraíba
3706,Pedras de Maria da Cruz,Minas Gerais
3707,Pedras Grandes,Santa Catarina
3708,Pedregulho,São Paulo
3709,Pedreira,São Paulo
3710,Pedreiras,Maranhão
3711,Pedrinhas,Sergipe
3712,Pedrinhas Paulista,São Paulo
3713,Pedrinópolis,Minas Gerais
3714,Pedro Afonso,Tocantins
3715,Pedro Alexandre,Bahia
3716,Pedro Avelino,Rio Grande do Norte
3717,Pedro Canário,Espírito Santo
3718,Pedro de Toledo,São Paulo
3719,Pedro do Rosário,Maranhão
3720,Pedro Gomes,Mato Grosso do Sul
3721,Pedro II,Piauí
3722,Pedro Laurentino,Piauí
3723,Pedro Leopoldo,Minas Gerais
3724,Pedro Osório,Rio Grande do Sul
3725,Pedro Régis,Paraíba
3726,Pedro Teixeira,Minas Gerais
3727,Pedro Velho,Rio Grande do Norte
3728,Peixe,Tocantins
3729,Peixe-Boi,Pará
3730,Peixoto de Azevedo,Mato Grosso
3731,Pejuçara,Rio Grande do Sul
3732,Pelotas,Rio Grande do Sul
3733,Penaforte,Ceará
3734,Penalva,Maranhão
3735,Penápolis,São Paulo
3736,Pendências,Rio Grande do Norte
3737,Penedo,Alagoas
3738,Penha,Santa Catarina
3739,Pentecoste,Ceará
3740,Pequeri,Minas Gerais
3741,Pequi,Minas Gerais
3742,Pequizeiro,Tocantins
3743,Perdigão,Minas Gerais
3744,Perdizes,Minas Gerais
3745,Perdões,Minas Gerais
3746,Pereira Barreto,São Paulo
3747,Pereiras,São Paulo
3748,Pereiro,Ceará
3749,Peri Mirim,Maranhão
3750,Periquito,Minas Gerais
3751,Peritiba,Santa Catarina
3752,Peritoró,Maranhão
3753,Perobal,Panamá
3754,Pérola,Panamá
3755,Pérola d'Oeste,Panamá
3756,Perolândia,Goiás
3757,Peruíbe,São Paulo
3758,Pescador,Minas Gerais
3759,Pescaria Brava,Santa Catarina
3760,Pesqueira,Pernambuco
3761,Petrolândia,Pernambuco
3762,Petrolândia,Santa Catarina
3763,Petrolina,Pernambuco
3764,Petrolina de Goiás,Goiás
3765,Petrópolis,Rio de Janeiro
3766,Piaçabuçu,Alagoas
3767,Piacatu,São Paulo
3768,Piancó,Paraíba
3769,Piatã,Bahia
3770,Piau,Minas Gerais
3771,Picada Café,Rio Grande do Sul
3772,Piçarra,Pará
3773,Picos,Piauí
3774,Picuí,Paraíba
3775,Piedade,São Paulo
3776,Piedade de Caratinga,Minas Gerais
3777,Piedade de Ponte Nova,Minas Gerais
3778,Piedade do Rio Grande,Minas Gerais
3779,Piedade dos Gerais,Minas Gerais
3780,Piên,Panamá
3781,Pilão Arcado,Bahia
3782,Pilar,Paraíba
3783,Pilar,Alagoas
3784,Pilar de Goiás,Goiás
3785,Pilar do Sul,São Paulo
3786,Pilões,Rio Grande do Norte
3787,Pilões,Paraíba
3788,Pilõezinhos,Paraíba
3789,Pimenta,Minas Gerais
3790,Pimenta Bueno,Rondônia
3791,Pimenteiras,Piauí
3792,Pimenteiras do Oeste,Rondônia
3793,Pindaí,Bahia
3794,Pindamonhangaba,São Paulo
3795,Pindaré-Mirim,Maranhão
3796,Pindoba,Alagoas
3797,Pindobaçu,Bahia
3798,Pindorama,São Paulo
3799,Pindorama do Tocantins,Tocantins
3800,Pindoretama,Ceará
3801,Pingo-d'Água,Minas Gerais
3802,Pinhais,Panamá
3803,Pinhal,Rio Grande do Sul
3804,Pinhal da Serra,Rio Grande do Sul
3805,Pinhal de São Bento,Panamá
3806,Pinhal Grande,Rio Grande do Sul
3807,Pinhalão,Panamá
3808,Pinhalzinho,São Paulo
3809,Pinhalzinho,Santa Catarina
3810,Pinhão,Sergipe
3811,Pinhão,Panamá
3812,Pinheiral,Rio de Janeiro
3813,Pinheirinho do Vale,Rio Grande do Sul
3814,Pinheiro,Maranhão
3815,Pinheiro Machado,Rio Grande do Sul
3816,Pinheiro Preto,Santa Catarina
3817,Pinheiros,Espírito Santo
3818,Pintadas,Bahia
3819,Pinto Bandeira,Rio Grande do Sul
3820,Pintópolis,Minas Gerais
3821,Pio IX,Piauí
3822,Pio XII,Maranhão
3823,Piquerobi,São Paulo
3824,Piquet Carneiro,Ceará
3825,Piquete,São Paulo
3826,Piracaia,São Paulo
3827,Piracanjuba,Goiás
3828,Piracema,Minas Gerais
3829,Piracicaba,São Paulo
3830,Piracuruca,Piauí
3831,Piraí,Rio de Janeiro
3832,Piraí do Norte,Bahia
3833,Piraí do Sul,Panamá
3834,Piraju,São Paulo
3835,Pirajuba,Minas Gerais
3836,Pirajuí,São Paulo
3837,Pirambu,Sergipe
3838,Piranga,Minas Gerais
3839,Pirangi,São Paulo
3840,Piranguçu,Minas Gerais
3841,Piranguinho,Minas Gerais
3842,Piranhas,Alagoas
3843,Piranhas,Goiás
3844,Pirapemas,Maranhão
3845,Pirapetinga,Minas Gerais
3846,Pirapó,Rio Grande do Sul
3847,Pirapora,Minas Gerais
3848,Pirapora do Bom Jesus,São Paulo
3849,Pirapozinho,São Paulo
3850,Piraquara,Panamá
3851,Piraquê,Tocantins
3852,Pirassununga,São Paulo
3853,Piratini,Rio Grande do Sul
3854,Piratininga,São Paulo
3855,Piratuba,Santa Catarina
3856,Piraúba,Minas Gerais
3857,Pirenópolis,Goiás
3858,Pires do Rio,Goiás
3859,Pires Ferreira,Ceará
3860,Piripá,Bahia
3861,Piripiri,Piauí
3862,Piritiba,Bahia
3863,Pirpirituba,Paraíba
3864,Pitanga,Panamá
3865,Pitangueiras,São Paulo
3866,Pitangueiras,Panamá
3867,Pitangui,Minas Gerais
3868,Pitimbu,Paraíba
3869,Pium,Tocantins
3870,Piúma,Espírito Santo
3871,Piumhi,Minas Gerais
3872,Placas,Pará
3873,Plácido de Castro,Acre
3874,Planaltina,Goiás
3875,Planaltina do Paraná,Panamá
3876,Planaltino,Bahia
3877,Planalto,Bahia
3878,Planalto,Rio Grande do Sul
3879,Planalto,São Paulo
3880,Planalto,Panamá
3881,Planalto Alegre,Santa Catarina
3882,Planalto da Serra,Mato Grosso
3883,Planura,Minas Gerais
3884,Platina,São Paulo
3885,Poá,São Paulo
3886,Poção,Pernambuco
3887,Poção de Pedras,Maranhão
3888,Pocinhos,Paraíba
3889,Poço Branco,Rio Grande do Norte
3890,Poço Dantas,Paraíba
3891,Poço das Antas,Rio Grande do Sul
3892,Poço das Trincheiras,Alagoas
3893,Poço de José de Moura,Paraíba
3894,Poço Fundo,Minas Gerais
3895,Poço Redondo,Sergipe
3896,Poço Verde,Sergipe
3897,Poções,Bahia
3898,Poconé,Mato Grosso
3899,Poços de Caldas,Minas Gerais
3900,Pocrane,Minas Gerais
3901,Pojuca,Bahia
3902,Poloni,São Paulo
3903,Pombal,Paraíba
3904,Pombos,Pernambuco
3905,Pomerode,Santa Catarina
3906,Pompéia,São Paulo
3907,Pompéu,Minas Gerais
3908,Pongaí,São Paulo
3909,Ponta de Pedras,Pará
3910,Ponta Grossa,Panamá
3911,Ponta Porã,Mato Grosso do Sul
3912,Pontal,São Paulo
3913,Pontal do Araguaia,Mato Grosso
3914,Pontal do Paraná,Panamá
3915,Pontalina,Goiás
3916,Pontalinda,São Paulo
3917,Pontão,Rio Grande do Sul
3918,Ponte Alta,Santa Catarina
3919,Ponte Alta do Bom Jesus,Tocantins
3920,Ponte Alta do Norte,Santa Catarina
3921,Ponte Alta do Tocantins,Tocantins
3922,Ponte Branca,Mato Grosso
3923,Ponte Nova,Minas Gerais
3924,Ponte Preta,Rio Grande do Sul
3925,Ponte Serrada,Santa Catarina
3926,Pontes e Lacerda,Mato Grosso
3927,Pontes Gestal,São Paulo
3928,Ponto Belo,Espírito Santo
3929,Ponto Chique,Minas Gerais
3930,Ponto dos Volantes,Minas Gerais
3931,Ponto Novo,Bahia
3932,Populina,São Paulo
3933,Poranga,Ceará
3934,Porangaba,São Paulo
3935,Porangatu,Goiás
3936,Porciúncula,Rio de Janeiro
3937,Porecatu,Panamá
3938,Portalegre,Rio Grande do Norte
3939,Portão,Rio Grande do Sul
3940,Porteirão,Goiás
3941,Porteiras,Ceará
3942,Porteirinha,Minas Gerais
3943,Portel,Pará
3944,Portelândia,Goiás
3945,Porto,Piauí
3946,Porto Acre,Acre
3947,Porto Alegre,Rio Grande do Sul
3948,Porto Alegre do Norte,Mato Grosso
3949,Porto Alegre do Piauí,Piauí
3950,Porto Alegre do Tocantins,Tocantins
3951,Porto Amazonas,Panamá
3952,Porto Barreiro,Panamá
3953,Porto Belo,Santa Catarina
3954,Porto Calvo,Alagoas
3955,Porto da Folha,Sergipe
3956,Porto de Moz,Pará
3957,Porto de Pedras,Alagoas
3958,Porto do Mangue,Rio Grande do Norte
3959,Porto dos Gaúchos,Mato Grosso
3960,Porto Esperidião,Mato Grosso
3961,Porto Estrela,Mato Grosso
3962,Porto Feliz,São Paulo
3963,Porto Ferreira,São Paulo
3964,Porto Firme,Minas Gerais
3965,Porto Franco,Maranhão
3966,Porto Grande,Amapá
3967,Porto Lucena,Rio Grande do Sul
3968,Porto Mauá,Rio Grande do Sul
3969,Porto Murtinho,Mato Grosso do Sul
3970,Porto Nacional,Tocantins
3971,Porto Real,Rio de Janeiro
3972,Porto Real do Colégio,Alagoas
3973,Porto Rico,Panamá
3974,Porto Rico do Maranhão,Maranhão
3975,Porto Seguro,Bahia
3976,Porto União,Santa Catarina
3977,Porto Velho,Rondônia
3978,Porto Vera Cruz,Rio Grande do Sul
3979,Porto Vitória,Panamá
3980,Porto Walter,Acre
3981,Porto Xavier,Rio Grande do Sul
3982,Posse,Goiás
3983,Poté,Minas Gerais
3984,Potengi,Ceará
3985,Potim,São Paulo
3986,Potiraguá,Bahia
3987,Potirendaba,São Paulo
3988,Potiretama,Ceará
3989,Pouso Alegre,Minas Gerais
3990,Pouso Alto,Minas Gerais
3991,Pouso Novo,Rio Grande do Sul
3992,Pouso Redondo,Santa Catarina
3993,Poxoréu,Mato Grosso
3994,Pracinha,São Paulo
3995,Pracuúba,Amapá
3996,Prado,Bahia
3997,Prado Ferreira,Panamá
3998,Pradópolis,São Paulo
3999,Prados,Minas Gerais
4000,Praia Grande,São Paulo
4001,Praia Grande,Santa Catarina
4002,Praia Norte,Tocantins
4003,Prainha,Pará
4004,Pranchita,Panamá
4005,Prata,Minas Gerais
4006,Prata,Paraíba
4007,Prata do Piauí,Piauí
4008,Pratânia,São Paulo
4009,Pratápolis,Minas Gerais
4010,Pratinha,Minas Gerais
4011,Presidente Alves,São Paulo
4012,Presidente Bernardes,São Paulo
4013,Presidente Bernardes,Minas Gerais
4014,Presidente Castello Branco,Santa Catarina
4015,Presidente Castelo Branco,Panamá
4016,Presidente Dutra,Bahia
4017,Presidente Dutra,Maranhão
4018,Presidente Epitácio,São Paulo
4019,Presidente Figueiredo,Amazonas
4020,Presidente Getúlio,Santa Catarina
4021,Presidente Jânio Quadros,Bahia
4022,Presidente Juscelino,Minas Gerais
4023,Presidente Juscelino,Maranhão
4024,Presidente Kennedy,Tocantins
4025,Presidente Kennedy,Espírito Santo
4026,Presidente Kubitschek,Minas Gerais
4027,Presidente Lucena,Rio Grande do Sul
4028,Presidente Médici,Rondônia
4029,Presidente Médici,Maranhão
4030,Presidente Nereu,Santa Catarina
4031,Presidente Olegário,Minas Gerais
4032,Presidente Prudente,São Paulo
4033,Presidente Sarney,Maranhão
4034,Presidente Tancredo Neves,Bahia
4035,Presidente Vargas,Maranhão
4036,Presidente Venceslau,São Paulo
4037,Primavera,Pernambuco
4038,Primavera,Pará
4039,Primavera de Rondônia,Rondônia
4040,Primavera do Leste,Mato Grosso
4041,Primeira Cruz,Maranhão
4042,Primeiro de Maio,Panamá
4043,Princesa,Santa Catarina
4044,Princesa Isabel,Paraíba
4045,Professor Jamil,Goiás
4046,Progresso,Rio Grande do Sul
4047,Promissão,São Paulo
4048,Propriá,Sergipe
4049,Protásio Alves,Rio Grande do Sul
4050,Prudente de Morais,Minas Gerais
4051,Prudentópolis,Panamá
4052,Pugmil,Tocantins
4053,Pureza,Rio Grande do Norte
4054,Putinga,Rio Grande do Sul
4055,Puxinanã,Paraíba
4056,Quadra,São Paulo
4057,Quaraí,Rio Grande do Sul
4058,Quartel Geral,Minas Gerais
4059,Quarto Centenário,Panamá
4060,Quatá,São Paulo
4061,Quatiguá,Panamá
4062,Quatipuru,Pará
4063,Quatis,Rio de Janeiro
4064,Quatro Barras,Panamá
4065,Quatro Irmãos,Rio Grande do Sul
4066,Quatro Pontes,Panamá
4067,Quebrangulo,Alagoas
4068,Quedas do Iguaçu,Panamá
4069,Queimada Nova,Piauí
4070,Queimadas,Paraíba
4071,Queimadas,Bahia
